id,caption
579818,A train driving over a small bridge on a green hillside.
423229,An old fashioned steam engine train traveling down railroad tracks.
323828,"Train with lights on, multiple track area, near over/under pass."
166287,A couple of cows and some birds flying in the sky.
101420,A cat sitting on the back of a sofa looking out a window.
334555,A cow is leashed up to a green pole near the civilians. 
196759,A Frito Lay delivery van parked outside in a parking lot.
411665,A cat playing with it's reflection in a mirror.
61418,Several children attentively play a game of curling together.
526751,A boat sitting on top of a beach next to a body of water.
24021,A class picture of the Goodmayes Boys' School in April of 1929.
277020,A man sitting at a bar being served by a woman
47828,A blue lighted bridge over water at night.
183716,Two little girls are dressed in uniform preparing for the day
271997,A photo of a young male in a suit jacket and tie.
8532,A man that has glasses and a hat.
94336,A large cat sitting in a bathroom sink under a mirror.
390555,The black and white photograph of a classroom of schoolchildren is a bit out of focus on the right side of the picture.
250282,A group of young children sitting next to each other.
68409,a black and white photo of children siting posing for a photo
2299,Many small children are posing together in the black and white photo. 
11051,Girl looks back as she fixes flower on boy's suit
66038,The father and daughter are under an umbrella on the beach.
360960,"Several people walking on a sidewalk, with one man holding an umbrella."
360097,A gate is near lots and lots of luggage that is all grouped together in different clusters.
421455,Guy takes a picture  of his dog in the backseat through his side mirror. 
504589,Two people are playing in sand with a frisbee.
464522,A brown and white dog standing next to another dog.
454750,A larger zebra resting its head on a smaller zebra.
509735,A family of giraffes by a few zebras and a gazelle.
23034,A man riding on the back of a brown horse.
141671,Horses are racing next to motorcycles on a dirt track.
506656,a guy standing in front of a few horses.
272566,A man and young girl surrounded by various fruits.
45728,Some delicious noodles are being cooked on a pan. 
424551,a man on skis stands on a snowy hill side 
341719,A group of people riding skis across a snow covered slope.
72795,a group of ball players playing on a field in front of an audience
78959,A strange plant hanging off a banana tree.
417285,A series of photos of two plates with different desserts and another plate with a cup of coffee.
2157,A plate of finger foods next to a blue and raspberry topped cake.
43816,A batter getting ready to hit his pitch.
455555,a little boy sitting on a skateboard and riding it
535306,A man is doing skateboard tricks on a ramp
30504,A person riding skis down a snow covered slope.
93353,A piece of bread with a hot dog in the middle is shown.
530052,Carrots are sitting on the stand outside in a bunch
473118,a skateboarder in a blue jacket is doing a trick
91779,A display of various hot dogs in serving platters.
283113,A couple of hot dogs on a paper plate.
226130,Two cooked hot dogs on a plate with parsley.
97278,Young man on top of a snowboard wearing maroon jacket. 
567640,A group of men running across a soccer field.
532493,A surfer on a white board riding a small wave.
45550,a close up of a person holding up a plate of food
156643,Person cutting cake at a theme restaurant characters in background.
430056, A cut in half sandwich sitting inside of a microwave.
410456,a surfing instructor teaches students with surfboards on a beach in front of large hotel buildings.
441286,A person on a surf board riding a wave.
279541,a bunch of pizzas are on display under a case
885,a male tennis player in white shorts is playing tennis
378284,A person sits across from a pizza ready to be served.
156076,A couple of men and one young man eating pizza.
143572,a tennis player swings his tennis racket 
229849,an image of a female tennis player that is returning a serve
39551,A woman that is standing on a tennis court with a racquet.
56344,Two computer monitors on a desk with a keyboard and mouse
193348,A small child that is holding a toothbrush and brushing their teeth.
16958,A room with a fireplace and a wooden table.
572678,An upscale living area containing white and glass furniture with brown accents.
106235,A living room featuring a comfortable seating arrangement of chairs and tables.
341681,A tennis player lunges to return a wide serve
83172,A woman holding a racquet on top of a tennis court.
343524,A man holding a tennis racket and ball as if to start a serve.
395801,A street lined with cones with people up and down the sidewalk.
388056,A baseball player holding a bat and getting ready for the pitch.
259690,A handicapped man in a wheelchair is being helped to hold the bat by another man on a tee ball 
235836,A boy playing baseball about to hit a ball.
343218,a man with a tennis racket gets ready to swing his racket 
205105,A man holding a tennis racquet on a tennis court.
513283,A small toy sits on a plate with pizza and crusts.
176446,A yellow not book sitting on top of a desk next to a laptop.
371677,A couple of computer monitors sitting on top of a wooden desk.
308531,a pink clock tower rises above a tree line
497599,A man in a tee looking at a computer
455352,a bell tower with a clock built inside of it 
236914,Two stuffed animals sit at a table with honey.
232684,A man works on his laptop in the dark. 
415238,The painting is of a vase of flowers on a table.
290843,A woman sitting on a laptop computer next to a cat.
519522,a large tower that has a big clock at top
144784,A hand with finger on a blender filled with liquid.
167486,A man on a bicycle watching someone on stage
392228,A building with a very pointy roof and a clock.
488673,A couple of people at a table in a kitchen.
191013,A large clock on the side of a building above cars on the street.
80057,A brown teddy bear sitting at a table with colored pegs.
570169,a brown teddy bear and some wooden block toys
224807,Men sit around a table sharing a meal.
163562,The young man is holding a clear Frisbee.
136355,A kitchen with a bright window and house plants
492362,A man on a skateboard riding by food vendors.
102707,a bottle a glass and utensils behind a stove
